user_id,group,arpu_pre,arpu,sessions,page_load_ms
122077,B,0.0,0.0,3,341.7
122078,B,0.0,27.28,3,290.5
122079,B,0.0,0.0,3,542.6
122080,B,6.62,0.0,7,293.3
122081,A,0.0,0.0,7,441.2
122082,B,0.0,0.0,6,440.1
122083,A,0.0,102.39,9,392.3
122084,A,0.0,43.51,4,336.9
122085,A,0.0,0.0,4,399.0
122086,A,74.61,0.0,8,447.3
122087,B,51.57,0.0,4,564.2
122088,B,0.0,8.42,8,382.7
122089,A,0.0,0.0,3,394.9
122090,A,0.0,0.0,5,480.4
122091,A,18.93,43.99,2,725.0
122092,A,30.75,0.0,3,735.7
122093,A,0.0,0.0,5,464.0
122094,A,0.0,39.14,2,640.3
122095,B,0.0,0.0,2,532.0
122096,B,34.44,0.0,5,722.9
122097,A,0.0,0.0,8,451.8
122098,A,0.0,0.0,8,881.0
122099,B,0.0,3.63,3,523.5
122100,B,0.0,0.0,10,241.9
122101,B,0.0,0.0,3,397.8
122102,B,17.51,31.31,1,736.7
122103,B,34.85,0.0,5,309.7
122104,A,0.0,0.0,4,644.5
122105,B,266.84,10.49,1,330.8
122106,B,16.56,0.0,4,474.5
122107,B,0.0,0.0,5,717.6
122108,A,51.03,0.0,5,402.7
122109,B,0.0,140.96,5,405.5
122110,A,6.61,0.0,7,471.5
122111,B,0.0,0.0,2,552.0
122112,B,0.0,0.0,5,446.7
122113,B,15.59,30.46,8,598.6
122114,A,0.0,0.0,2,381.2
122115,A,0.0,0.0,3,442.4
122116,B,0.0,0.0,4,358.9
122117,B,0.0,0.0,3,379.2
122118,B,0.0,25.9,3,397.2
122119,B,0.0,21.96,4,428.2
122120,B,33.67,0.0,3,443.8
122121,A,68.34,0.0,2,509.7
122122,B,0.0,75.9,6,293.9
122123,B,0.0,0.0,6,249.1
122124,B,0.0,26.44,10,418.0
122125,A,0.0,20.43,6,339.9
122126,B,0.0,77.24,5,606.0
122127,A,0.0,0.0,5,678.2
122128,B,14.41,0.0,4,584.9
122129,B,34.99,24.02,3,541.1
122130,B,0.0,0.0,6,371.6
122131,B,0.0,0.0,5,295.7
122132,B,0.0,0.0,2,436.0
122133,A,0.0,0.0,6,293.6
122134,B,0.0,0.0,4,319.1
122135,A,0.0,0.0,6,463.8
122136,B,0.0,0.0,6,566.1
122137,A,0.0,0.0,4,282.9
122138,B,0.0,0.0,5,572.6
122139,B,0.0,24.1,5,404.2
122140,B,0.0,0.0,4,500.9
122141,B,0.0,0.0,6,996.7
122142,A,0.0,26.78,7,438.9
122143,B,0.0,20.1,4,657.7
122144,B,0.0,0.0,2,326.1
122145,A,0.0,0.0,3,438.8
122146,B,16.69,54.78,4,439.9
122147,B,0.0,0.0,8,284.4
122148,A,28.59,0.0,0,465.1
122149,B,19.21,0.0,5,264.1
122150,B,7.06,0.0,2,471.4
122151,A,0.0,35.89,8,379.2
122152,B,58.73,76.24,7,339.5
122153,A,0.0,0.0,5,346.8
122154,A,0.0,0.0,7,394.8
122155,B,0.0,0.0,5,268.2
122156,A,0.0,61.93,7,384.4
122157,A,12.02,0.0,10,389.4
122158,B,0.0,0.0,4,494.3
122159,B,0.0,0.0,4,728.6
122160,B,0.0,0.0,8,402.9
122161,A,0.0,0.0,7,667.3
122162,A,42.87,0.0,5,547.8
122163,A,0.0,0.0,5,363.4
122164,B,0.0,0.0,4,332.6
122165,B,0.0,0.0,5,210.2
122166,B,13.29,16.7,3,384.3
122167,B,0.0,0.0,3,274.5
122168,A,0.0,0.0,6,382.9
122169,A,178.44,101.23,3,606.7
122170,A,18.86,0.0,7,405.2
122171,B,0.0,0.0,4,312.2
122172,B,0.0,36.11,5,325.6
122173,B,0.0,0.0,5,337.9
122174,B,0.0,0.0,6,533.7
122175,A,0.0,33.0,6,754.9
122176,A,0.0,0.0,3,322.2
122177,A,0.0,0.0,9,602.1
122178,B,0.0,0.0,7,478.3
122179,A,0.0,0.0,2,459.8
122180,B,0.0,0.0,6,150.6
122181,A,0.0,0.0,7,550.0
122182,A,0.0,0.0,5,488.5
122183,B,0.0,50.93,6,363.7
122184,A,0.0,11.05,6,318.0
122185,A,9.34,29.19,7,528.4
122186,B,0.0,0.0,1,585.6
122187,B,0.0,41.46,3,386.8
122188,B,0.0,0.0,6,762.3
122189,B,0.0,36.65,4,657.8
122190,A,0.0,0.0,4,679.0
122191,B,24.1,86.26,5,328.8
122192,A,0.0,11.82,8,465.4
122193,A,0.0,0.0,1,333.8
122194,B,0.0,120.93,6,726.5
122195,B,0.0,0.0,2,362.9
122196,B,24.96,18.58,5,562.5
122197,B,0.0,14.73,6,221.4
122198,B,0.0,22.07,2,445.5
122199,A,0.0,73.0,2,624.0
122200,A,0.0,70.2,4,413.8
122201,B,0.0,20.31,4,644.8
122202,B,0.0,0.0,4,474.0
122203,A,0.0,0.0,7,624.7
122204,B,0.0,0.0,3,402.9
122205,A,0.0,0.0,6,790.2
122206,B,0.0,0.0,3,410.3
122207,B,23.35,25.48,6,408.4
122208,A,0.0,0.0,9,495.9
122209,A,0.0,24.3,2,451.3
122210,A,0.0,0.0,8,534.1
122211,B,17.39,0.0,4,180.8
122212,A,0.0,32.74,6,243.2
122213,B,26.14,0.0,6,286.7
122214,B,0.0,0.0,4,486.7
122215,A,0.0,15.46,3,183.3
122216,A,38.56,0.0,2,373.7
122217,A,0.0,28.02,6,315.4
122218,A,31.37,0.0,7,225.6
122219,B,0.0,0.0,3,461.2
122220,B,0.0,98.32,8,310.3
122221,B,0.0,0.0,8,523.4
122222,A,45.95,0.0,0,700.4
122223,A,0.0,24.99,3,360.7
122224,B,0.0,0.0,7,457.6
122225,B,0.0,22.36,4,642.5
122226,B,0.0,0.0,5,266.4
122227,A,0.0,0.0,8,321.0
122228,A,0.0,0.0,5,436.6
122229,B,0.0,0.0,4,327.1
122230,A,70.96,15.58,6,437.0
122231,B,0.0,0.0,7,377.4
122232,A,0.0,0.0,3,554.2
122233,A,0.0,0.0,3,312.4
122234,A,0.0,0.0,2,274.8
122235,B,0.0,21.55,3,221.5
122236,B,0.0,0.0,6,343.9
122237,B,21.22,0.0,4,470.4
122238,A,31.27,39.9,8,470.6
122239,A,0.0,30.22,4,303.8
122240,A,0.0,0.0,4,650.6
122241,A,0.0,11.1,4,476.2
122242,B,38.59,27.77,4,421.2
122243,A,18.51,0.0,6,401.2
122244,B,18.92,145.03,3,609.2
122245,A,122.46,0.0,11,298.1
122246,B,0.0,13.09,2,483.8
122247,B,0.0,0.0,6,739.4
122248,B,0.0,0.0,4,592.8
122249,B,0.0,45.93,8,734.3
122250,A,0.0,0.0,5,345.1
122251,A,0.0,30.94,8,584.4
122252,A,0.0,0.0,6,464.3
122253,A,0.0,0.0,5,602.4
122254,A,0.0,0.0,4,394.9
122255,B,0.0,32.6,5,753.7
122256,A,13.61,10.15,4,379.7
122257,A,0.0,0.0,2,456.2
122258,B,0.0,19.07,5,470.2
122259,A,0.0,36.66,5,374.4
122260,A,0.0,0.0,10,286.7
122261,A,0.0,46.47,4,401.1
122262,A,0.0,0.0,3,333.7
122263,A,0.0,21.63,3,233.6
122264,A,0.0,0.0,1,427.8
122265,A,0.0,15.3,4,401.7
122266,B,0.0,0.0,2,430.0
122267,A,0.0,64.66,7,338.0
122268,B,0.0,60.56,5,980.1
122269,B,0.0,0.0,4,303.7
122270,A,48.27,33.03,7,560.7
122271,B,0.0,14.66,1,599.6
122272,B,0.0,41.61,7,304.4
122273,A,0.0,0.0,1,941.1
122274,B,0.0,0.0,5,547.5
122275,A,0.0,24.42,2,636.5
122276,B,0.0,167.44,8,361.2
122277,A,0.0,0.0,5,342.0
122278,A,0.0,21.82,7,384.3
122279,B,0.0,0.0,4,439.2
122280,B,0.0,0.0,5,557.3
122281,B,0.0,0.0,6,306.0
122282,B,28.67,0.0,4,374.4
122283,A,0.0,0.0,4,528.6
122284,A,0.0,33.17,4,540.0
122285,A,0.0,0.0,2,406.0
122286,A,0.0,22.56,4,278.8
122287,A,0.0,125.16,4,515.9
122288,B,0.0,49.87,4,520.2
122289,B,0.0,0.0,3,271.8
122290,A,0.0,0.0,8,594.5
122291,A,0.0,23.17,7,352.3
122292,B,54.19,0.0,6,271.1
122293,B,35.96,0.0,5,638.6
122294,A,0.0,0.0,5,415.4
122295,A,0.0,0.0,2,295.0
122296,A,0.0,0.0,4,475.5
122297,A,0.0,0.0,2,420.1
122298,B,0.0,0.0,3,290.1
122299,A,0.0,0.0,10,291.7
122300,B,0.0,0.0,4,286.1
122301,B,0.0,0.0,7,267.4
122302,A,60.2,0.0,6,499.1
122303,A,0.0,0.0,5,248.7
122304,B,68.2,47.96,4,138.8
122305,A,0.0,0.0,5,382.8
122306,B,18.08,0.0,3,429.2
122307,A,10.3,0.0,2,498.0
122308,B,59.1,0.0,7,238.5
122309,B,0.0,0.0,6,272.8
122310,B,0.0,89.09,6,221.5
122311,A,0.0,0.0,5,625.9
122312,A,0.0,0.0,4,474.4
122313,B,0.0,12.51,2,965.0
122314,A,0.0,0.0,7,422.5
122315,B,0.0,0.0,6,585.0
122316,B,0.0,0.0,3,567.8
122317,B,0.0,34.77,5,574.7
122318,A,0.0,0.0,6,580.2
122319,A,0.0,0.0,6,566.0
122320,B,28.2,0.0,3,392.9
122321,A,0.0,0.0,3,625.4
122322,A,0.0,0.0,4,592.2
122323,A,0.0,58.34,7,572.1
122324,B,0.0,269.11,3,264.5
122325,A,0.0,0.0,8,359.5
122326,A,0.0,164.34,4,590.9
122327,B,0.0,0.0,8,396.5
122328,A,24.04,0.0,7,639.4
122329,B,24.21,0.0,7,561.4
122330,A,0.0,0.0,6,403.1
122331,A,18.36,0.0,7,391.7
122332,A,0.0,0.0,3,381.1
122333,A,0.0,0.0,0,514.0
122334,B,0.0,0.0,5,410.4
122335,A,0.0,0.0,6,457.5
122336,A,0.0,0.0,5,407.2
122337,A,40.62,0.0,5,695.4
122338,A,0.0,0.0,5,276.5
122339,B,0.0,26.54,3,284.8
122340,A,0.0,0.0,4,293.9
122341,A,0.0,24.88,6,326.4
122342,B,139.45,0.0,7,558.1
122343,B,20.66,26.53,4,608.0
122344,B,64.71,44.39,4,414.1
122345,A,0.0,0.0,7,318.2
122346,B,0.0,54.15,5,649.7
122347,B,27.32,0.0,5,261.2
122348,B,0.0,0.0,4,251.4
122349,B,0.0,0.0,1,474.8
122350,A,0.0,0.0,4,292.3
122351,A,0.0,0.0,7,259.8
122352,A,0.0,0.0,5,436.7
122353,B,0.0,30.8,5,849.1
122354,B,0.0,0.0,4,308.4
122355,B,0.0,0.0,5,742.3
122356,B,122.76,11.63,2,705.6
122357,A,0.0,12.86,3,224.6
122358,B,0.0,16.88,5,341.4
122359,B,0.0,0.0,5,349.4
122360,A,0.0,0.0,6,312.5
122361,B,0.0,19.98,4,321.4
122362,A,0.0,0.0,2,711.4
122363,B,0.0,0.0,6,322.9
122364,A,0.0,0.0,3,196.5
122365,B,0.0,0.0,2,391.3
122366,B,0.0,0.0,5,556.3
122367,A,14.77,0.0,4,367.3
122368,A,0.0,27.31,6,419.8
122369,B,0.0,0.0,6,660.2
122370,A,40.13,0.0,5,526.1
122371,A,0.0,0.0,4,709.1
122372,A,0.0,0.0,5,799.7
122373,A,50.62,0.0,10,549.3
122374,A,0.0,0.0,2,326.9
122375,B,25.65,93.86,5,413.8
122376,B,104.33,0.0,7,738.0
122377,B,0.0,0.0,6,331.2
122378,B,25.5,0.0,7,289.6
122379,B,29.17,0.0,3,285.9
122380,B,0.0,0.0,8,437.1
122381,A,0.0,0.0,9,346.8
122382,B,0.0,11.43,6,695.3
122383,A,0.0,33.1,6,345.5
122384,A,69.13,0.0,3,419.0
122385,A,0.0,0.0,2,566.8
122386,B,0.0,82.12,6,598.0
122387,B,0.0,0.0,5,427.5
122388,B,48.34,0.0,10,364.6
122389,A,0.0,70.12,2,475.7
122390,B,0.0,0.0,10,481.2
122391,A,0.0,0.0,7,560.9
122392,B,0.0,0.0,3,386.9
122393,A,0.0,27.32,5,525.9
122394,B,0.0,31.06,4,539.1
122395,B,0.0,0.0,5,524.1
122396,B,0.0,0.0,6,535.1
122397,A,0.0,0.0,7,560.4
122398,B,8.1,0.0,3,580.8
122399,A,0.0,0.0,5,256.9
122400,A,54.48,0.0,5,274.5
122401,B,0.0,0.0,6,420.8
122402,B,0.0,19.51,5,472.3
122403,B,0.0,0.0,11,404.8
122404,A,0.0,0.0,4,427.0
122405,B,21.05,0.0,7,726.1
122406,A,0.0,0.0,3,328.6
122407,A,0.0,0.0,3,310.2
122408,A,0.0,12.19,6,754.9
122409,A,17.73,0.0,6,403.1
122410,A,0.0,0.0,10,317.4
122411,B,0.0,0.0,5,511.0
122412,B,27.08,0.0,11,329.6
122413,B,0.0,0.0,3,448.9
122414,B,0.0,0.0,7,375.7
122415,B,0.0,0.0,1,349.9
122416,B,21.19,25.3,2,356.1
122417,A,0.0,0.0,4,447.0
122418,A,13.31,24.28,8,427.6
122419,B,0.0,0.0,3,640.3
122420,A,0.0,0.0,8,437.4
122421,B,0.0,0.0,4,298.7
122422,A,17.6,0.0,2,350.3
122423,A,0.0,0.0,4,672.6
122424,B,0.0,0.0,2,333.8
122425,B,0.0,0.0,7,461.8
122426,A,0.0,0.0,2,545.8
122427,B,102.94,0.0,7,545.1
122428,A,0.0,0.0,6,647.0
122429,A,0.0,0.0,9,342.4
122430,A,0.0,0.0,5,531.3
122431,A,0.0,17.78,5,401.8
122432,B,0.0,0.0,6,560.0
122433,B,10.35,22.95,3,689.9
122434,B,0.0,0.0,10,501.0
122435,A,0.0,35.9,8,351.3
122436,A,14.06,0.0,7,384.4
122437,B,0.0,0.0,4,418.4
122438,B,0.0,0.0,7,611.3
122439,B,22.26,31.06,7,358.5
122440,B,0.0,0.0,7,295.5
122441,B,57.37,25.52,2,622.0
122442,A,0.0,0.0,2,653.6
122443,A,0.0,0.0,6,670.7
122444,A,0.0,0.0,10,425.2
122445,A,27.16,0.0,6,877.4
122446,A,0.0,0.0,5,348.6
122447,A,0.0,27.94,2,238.7
122448,A,122.77,0.0,8,414.3
122449,A,0.0,0.0,12,526.0
122450,B,0.0,0.0,5,260.7
122451,A,31.62,0.0,6,398.5
122452,A,0.0,0.0,3,529.8
122453,B,4.98,170.85,6,505.7
122454,A,31.62,0.0,12,452.4
122455,B,0.0,0.0,7,361.6
122456,B,16.56,0.0,2,260.8
122457,B,8.04,13.92,5,380.2
122458,A,0.0,0.0,5,254.9
122459,B,30.83,0.0,3,357.5
122460,B,0.0,0.0,4,378.1
122461,A,0.0,0.0,2,439.5
122462,B,0.0,0.0,8,547.5
122463,A,74.87,0.0,6,236.4
122464,A,0.0,0.0,9,268.8
122465,B,0.0,0.0,2,786.8
122466,B,29.45,0.0,11,240.1
122467,B,52.78,0.0,2,470.1
122468,B,0.0,52.98,3,531.2
122469,B,74.19,0.0,4,283.3
122470,B,28.18,0.0,2,528.1
122471,A,0.0,0.0,5,434.4
122472,B,12.92,31.47,2,615.6
122473,B,0.0,0.0,5,368.7
122474,B,0.0,59.12,4,294.2
122475,A,5.21,0.0,3,792.4
122476,B,0.0,124.79,5,539.8
122477,A,0.0,10.03,1,272.6
122478,A,0.0,0.0,5,507.5
122479,A,30.45,0.0,11,297.5
122480,A,0.0,0.0,2,479.9
122481,B,23.15,0.0,4,466.9
122482,B,0.0,48.45,4,392.3
122483,A,0.0,33.72,7,387.0
122484,B,0.0,0.0,7,353.9
122485,A,23.33,0.0,4,756.2
122486,B,48.21,13.51,4,339.8
122487,A,0.0,17.11,6,329.3
122488,A,97.36,0.0,5,407.9
122489,A,0.0,0.0,5,328.0
122490,B,0.0,58.37,5,243.0
122491,A,99.58,0.0,4,495.2
122492,B,0.0,0.0,6,469.4
122493,B,0.0,0.0,3,446.7
122494,B,0.0,5.47,8,293.2
122495,A,0.0,0.0,5,549.2
122496,B,0.0,0.0,4,454.4
122497,A,0.0,0.0,4,324.1
122498,B,121.67,0.0,4,446.0
122499,B,19.15,0.0,3,457.6
122500,A,0.0,0.0,3,505.0
122501,A,0.0,0.0,6,630.1
122502,A,28.99,0.0,3,709.0
122503,A,0.0,0.0,5,376.9
122504,B,0.0,20.18,6,409.3
122505,B,0.0,10.32,4,639.4
122506,A,0.0,0.0,5,365.5
122507,B,0.0,10.67,5,272.8
122508,B,0.0,0.0,6,548.3
122509,A,0.0,0.0,8,442.0
122510,A,0.0,98.05,8,436.3
122511,A,0.0,0.0,3,277.0
122512,B,0.0,18.28,12,291.0
122513,B,30.06,12.72,5,776.0
122514,B,68.99,20.63,6,773.7
122515,A,0.0,0.0,6,423.0
122516,A,106.25,0.0,5,363.7
122517,A,31.77,0.0,3,471.5
122518,A,0.0,0.0,8,339.9
122519,A,11.78,0.0,5,300.2
122520,A,31.42,26.09,2,494.9
122521,A,0.0,0.0,4,456.5
122522,A,0.0,39.92,5,373.9
122523,B,110.89,0.0,8,252.1
122524,B,0.0,0.0,6,521.5
122525,B,0.0,0.0,6,511.0
122526,A,0.0,47.85,5,410.7
122527,A,0.0,104.85,6,985.7
122528,A,34.95,0.0,2,526.2
122529,A,23.12,0.0,5,473.6
122530,B,40.77,0.0,2,450.3
122531,A,27.35,0.0,6,257.0
122532,B,0.0,0.0,4,434.6
122533,B,0.0,0.0,5,571.2
122534,B,39.81,0.0,5,783.6
122535,A,20.14,76.98,4,353.6
122536,A,0.0,0.0,5,347.5
122537,B,78.24,57.33,3,502.3
122538,B,0.0,84.8,6,281.3
122539,A,0.0,0.0,6,480.2
122540,A,0.0,13.02,3,301.2
122541,A,0.0,0.0,4,582.7
122542,B,0.0,27.17,4,200.4
122543,A,89.76,0.0,3,457.3
122544,B,0.0,0.0,7,300.9
122545,A,0.0,0.0,5,484.6
122546,B,0.0,0.0,2,256.1
122547,A,0.0,0.0,2,730.1
122548,B,30.15,32.04,3,562.6
122549,B,8.23,0.0,5,458.6
122550,B,86.2,13.11,3,446.7
122551,A,0.0,28.66,8,456.0
122552,B,0.0,34.6,11,547.5
122553,A,0.0,9.74,3,458.2
122554,A,0.0,29.35,5,539.9
122555,B,0.0,0.0,4,597.1
122556,B,0.0,40.62,9,484.9
122557,A,29.65,0.0,4,397.8
122558,A,0.0,0.0,4,754.1
122559,A,0.0,0.0,7,422.7
122560,A,0.0,0.0,2,483.5
122561,B,45.35,0.0,6,453.2
122562,A,14.62,0.0,2,547.8
122563,B,0.0,0.0,8,413.4
122564,A,0.0,65.38,2,400.0
122565,A,0.0,0.0,2,433.0
122566,B,0.0,163.34,9,628.6
122567,A,0.0,0.0,6,334.1
122568,A,48.51,0.0,3,446.7
122569,A,0.0,0.0,7,264.3
122570,A,0.0,36.98,8,429.3
122571,B,0.0,38.46,6,400.0
122572,A,37.92,0.0,2,289.9
122573,B,0.0,0.0,2,376.0
122574,B,47.68,0.0,4,520.8
122575,B,25.64,16.93,9,259.3
122576,B,0.0,18.37,5,825.6
122577,A,14.24,0.0,3,558.2
122578,A,10.07,0.0,7,252.3
122579,A,0.0,0.0,3,633.9
122580,B,0.0,0.0,3,329.3
122581,A,0.0,65.48,4,445.1
122582,A,0.0,0.0,5,386.1
122583,B,0.0,0.0,4,252.4
122584,A,55.17,0.0,2,497.0
122585,A,0.0,0.0,7,525.1
122586,B,0.0,0.0,4,397.9
122587,B,0.0,0.0,5,412.3
122588,A,107.75,0.0,3,335.7
122589,A,0.0,0.0,6,445.5
122590,B,0.0,0.0,8,476.1
122591,B,27.58,24.2,5,274.9
122592,B,0.0,0.0,4,298.4
122593,A,0.0,0.0,7,351.2
122594,A,37.99,0.0,7,570.4
122595,B,4.25,58.0,7,599.8
122596,A,0.0,0.0,4,446.9
122597,A,0.0,6.79,0,366.9
122598,A,0.0,0.0,5,740.9
122599,B,0.0,27.34,4,282.9
122600,B,31.84,0.0,7,338.3
122601,B,0.0,0.0,3,606.2
122602,B,0.0,0.0,5,315.3
122603,A,0.0,0.0,6,255.0
122604,A,0.0,0.0,4,533.2
122605,A,30.8,0.0,6,203.0
122606,B,6.54,0.0,3,669.2
122607,B,0.0,0.0,6,399.1
122608,B,0.0,24.29,4,580.5
122609,B,0.0,0.0,7,632.0
122610,B,0.0,0.0,4,295.4
122611,A,0.0,0.0,1,612.4
122612,A,0.0,20.07,5,217.8
122613,A,16.43,0.0,3,331.2
122614,A,0.0,0.0,6,390.3
122615,A,0.0,0.0,8,265.6
122616,B,15.98,216.31,7,347.2
122617,B,0.0,11.25,6,500.9
122618,A,0.0,0.0,4,259.9
122619,B,22.87,0.0,5,632.4
122620,A,0.0,0.0,3,521.4
122621,A,0.0,0.0,5,400.5
122622,A,0.0,0.0,8,383.6
122623,A,0.0,0.0,6,326.5
122624,B,22.83,0.0,5,116.3
122625,A,97.42,0.0,6,245.1
122626,B,0.0,0.0,8,505.1
122627,A,0.0,21.7,7,436.0
122628,B,0.0,0.0,7,836.4
122629,A,0.0,0.0,4,376.7
122630,A,0.0,0.0,8,424.3
122631,A,0.0,0.0,3,486.2
122632,B,0.0,105.89,6,358.0
122633,A,0.0,0.0,7,504.6
122634,A,0.0,104.81,5,279.7
122635,B,0.0,0.0,6,465.3
122636,A,0.0,0.0,7,529.6
122637,A,56.28,0.0,6,478.2
122638,B,0.0,0.0,2,542.0
122639,A,0.0,0.0,7,373.1
122640,B,0.0,51.18,3,387.2
122641,B,0.0,0.0,5,351.3
122642,A,0.0,16.33,7,283.5
122643,B,0.0,21.28,6,250.1
122644,A,0.0,27.04,9,638.5
122645,A,0.0,0.0,2,629.8
122646,A,0.0,0.0,5,453.7
122647,B,80.8,0.0,4,274.8
122648,A,0.0,0.0,3,438.6
122649,A,0.0,0.0,5,444.2
122650,B,0.0,0.0,9,551.4
122651,A,0.0,30.29,8,197.9
122652,B,0.0,0.0,4,148.7
122653,A,0.0,46.36,8,445.8
122654,A,43.21,0.0,5,373.0
122655,A,0.0,0.0,5,554.1
122656,A,46.41,0.0,10,496.7
122657,A,22.37,21.42,2,304.0
122658,B,47.77,23.41,5,640.7
122659,B,45.31,0.0,2,369.5
122660,B,10.87,110.33,4,768.3
122661,A,0.0,0.0,5,362.1
122662,A,0.0,0.0,2,692.0
122663,A,0.0,0.0,2,412.4
122664,B,95.64,5.15,6,609.7
122665,A,7.28,0.0,7,434.8
122666,A,38.17,0.0,6,557.8
122667,A,42.65,0.0,2,542.3
122668,B,0.0,0.0,4,397.6
122669,A,0.0,17.76,10,263.2
122670,A,0.0,0.0,4,506.5
122671,A,0.0,12.89,3,267.5
122672,A,0.0,0.0,3,551.3
122673,B,51.38,0.0,2,351.4
122674,A,0.0,0.0,6,279.6
122675,A,0.0,18.76,5,206.3
122676,A,0.0,0.0,2,271.8
122677,B,0.0,49.24,5,374.7
122678,B,0.0,0.0,6,138.6
122679,B,0.0,0.0,2,329.9
122680,A,27.83,57.32,4,562.8
122681,B,20.12,0.0,3,718.7
122682,A,0.0,0.0,3,392.6
122683,B,0.0,0.0,4,163.3
122684,A,23.89,0.0,5,394.0
122685,B,0.0,270.87,7,815.0
122686,A,0.0,0.0,4,243.7
122687,A,39.68,0.0,5,252.5
122688,A,0.0,18.43,3,675.7
122689,A,53.37,0.0,5,423.3
122690,B,0.0,78.63,5,569.6
122691,B,0.0,38.9,4,388.8
122692,B,27.6,195.63,7,313.8
122693,B,0.0,30.43,3,275.2
122694,A,0.0,0.0,8,638.0
122695,A,0.0,0.0,7,704.0
122696,B,35.7,0.0,8,311.8
122697,A,0.0,53.95,2,429.3
122698,B,0.0,30.39,2,271.9
122699,B,0.0,0.0,2,468.0
122700,A,0.0,0.0,8,487.8
122701,A,0.0,19.61,7,208.3
122702,B,26.17,99.68,4,677.9
122703,A,26.25,0.0,8,484.5
122704,A,0.0,21.57,7,582.8
122705,A,35.55,92.7,6,544.2
122706,B,0.0,0.0,2,241.8
122707,B,0.0,0.0,5,666.2
122708,A,61.54,0.0,13,583.0
122709,A,0.0,0.0,8,239.5
122710,A,37.57,11.61,4,499.0
122711,B,0.0,0.0,4,646.2
122712,A,10.82,0.0,4,350.8
122713,B,21.54,0.0,8,399.0
122714,B,0.0,33.93,2,195.8
122715,B,0.0,0.0,6,560.3
122716,B,0.0,395.84,8,452.0
122717,A,0.0,22.72,1,572.4
122718,A,0.0,0.0,4,280.7
122719,B,0.0,14.5,4,334.4
122720,A,0.0,0.0,5,375.2
122721,B,0.0,0.0,7,362.6
122722,B,0.0,0.0,3,661.4
122723,A,0.0,0.0,6,445.7
122724,B,0.0,0.0,9,473.5
122725,A,0.0,0.0,4,284.4
122726,A,73.77,0.0,5,267.8
122727,A,0.0,0.0,5,318.6
122728,A,0.0,0.0,5,438.9
122729,A,152.39,0.0,0,801.5
122730,B,0.0,0.0,4,444.6
122731,B,0.0,0.0,1,452.5
122732,A,17.42,0.0,4,562.7
122733,A,36.41,27.81,8,420.8
122734,B,0.0,0.0,7,346.3
122735,B,0.0,65.27,5,283.0
122736,B,0.0,25.49,7,380.6
122737,A,0.0,0.0,5,411.7
122738,B,18.07,23.02,7,703.7
122739,A,0.0,0.0,2,629.3
122740,B,0.0,0.0,4,536.6
122741,B,0.0,30.34,7,673.1
122742,B,0.0,0.0,4,582.1
122743,A,25.42,0.0,4,397.6
122744,A,24.98,0.0,5,501.6
122745,A,22.21,127.9,3,199.9
122746,A,0.0,106.85,6,503.7
122747,A,0.0,0.0,3,564.2
122748,A,0.0,0.0,8,1184.7
122749,A,0.0,0.0,3,318.5
122750,B,0.0,0.0,3,362.6
122751,B,0.0,0.0,6,583.1
122752,A,0.0,0.0,4,580.0
122753,A,50.99,0.0,2,207.5
122754,B,38.27,42.07,5,480.2
122755,B,0.0,0.0,7,654.3
122756,A,0.0,0.0,8,554.5
122757,B,78.87,34.93,6,293.3
122758,A,22.39,0.0,3,585.1
122759,B,7.38,0.0,4,478.9
122760,A,0.0,50.97,5,295.3
122761,B,0.0,0.0,4,496.4
122762,A,0.0,0.0,3,437.2
122763,B,0.0,22.07,3,257.1
122764,A,0.0,0.0,3,355.0
122765,A,89.16,0.0,6,499.3
122766,A,0.0,0.0,4,541.9
122767,A,0.0,0.0,4,238.9
122768,A,66.8,51.4,7,525.9
122769,B,0.0,0.0,8,352.7
122770,B,18.85,0.0,2,290.3
122771,B,26.09,36.69,4,445.6
122772,B,0.0,0.0,4,424.1
122773,A,25.39,0.0,7,388.6
122774,B,54.92,0.0,8,289.0
122775,A,0.0,0.0,4,374.7
122776,A,40.31,0.0,3,424.0
122777,A,0.0,0.0,9,398.6
122778,A,111.47,36.92,7,191.9
122779,A,0.0,21.9,2,297.8
122780,A,0.0,19.43,4,269.3
122781,A,0.0,57.39,5,512.5
122782,B,0.0,0.0,2,280.0
122783,A,0.0,14.38,8,875.3
122784,A,0.0,0.0,1,343.0
122785,B,0.0,0.0,1,449.3
122786,A,3.95,0.0,9,398.3
122787,B,0.0,0.0,5,439.5
122788,B,72.03,0.0,8,404.6
122789,A,37.5,0.0,7,340.9
122790,A,0.0,0.0,5,278.7
122791,B,0.0,0.0,10,557.9
122792,A,0.0,20.8,3,468.2
122793,B,0.0,22.74,3,375.9
122794,B,0.0,0.0,6,566.2
122795,B,0.0,0.0,5,455.1
122796,A,24.95,0.0,7,278.1
122797,A,0.0,25.92,5,480.5
122798,B,0.0,8.87,7,252.8
122799,B,66.35,0.0,4,344.4
122800,B,0.0,55.89,6,481.3
122801,B,0.0,0.0,2,655.7
122802,A,0.0,0.0,5,420.6
122803,A,0.0,54.17,6,182.8
122804,A,0.0,14.28,3,484.7
122805,B,0.0,0.0,3,328.1
122806,B,0.0,0.0,3,520.1
122807,A,0.0,0.0,2,347.6
122808,B,0.0,0.0,2,453.4
122809,A,0.0,47.54,5,346.9
122810,B,10.68,16.48,8,247.8
122811,A,40.24,0.0,8,259.9
